Instrument,Date,ESG Combined Score,ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,ESG Controversies Score,Resource Use Score,Emissions Score,Environmental Innovation Score
ANGI.OQ,2017-12-31T00:00:00Z,24.28855621,24.28855621,20.1754386,43.37365111,9.088104217,100,60.52631579,0,0
ANGI.OQ,2018-12-31T00:00:00Z,21.48320142,21.48320142,0,36.33874914,15.13588464,100,0,0,0
ANGI.OQ,2019-12-31T00:00:00Z,18.81173077,18.81173077,0,36.99591177,8.796649703,100,0,0,0
ANGI.OQ,2020-12-31T00:00:00Z,22.60883207,22.60883207,0,37.60636315,16.47694104,100,0,0,0
ANGI.OQ,2021-12-31T00:00:00Z,23.57276701,23.57276701,0,45.44713785,11.80833333,100,0,0,0
ANGO.OQ,2017-05-31T00:00:00Z,38.79121762,38.79121762,0,32.96830436,64.56062164,100,0,0,0
ANGO.OQ,2018-05-31T00:00:00Z,39.9459643,39.9459643,0,34.01960023,66.39046034,100,0,0,0
ANGO.OQ,2019-05-31T00:00:00Z,37.06723789,37.06723789,0,30.83985215,62.56467345,100,0,0,0
ANGO.OQ,2020-05-31T00:00:00Z,33.15505907,33.15505907,0,30.43591377,52.20762794,100,0,0,0
ANGO.OQ,2021-05-31T00:00:00Z,32.76556192,32.76556192,0,28.53606128,53.625,100,0,0,0
ANGO.OQ,,,,,,,,,,
ANIK.OQ,2015-12-31T00:00:00Z,,,,,,,,,
ANIK.OQ,2016-12-31T00:00:00Z,17.6951546,17.6951546,0,9.362501146,43.12428896,100,0,0,0
ANIK.OQ,2017-12-31T00:00:00Z,20.64294146,20.64294146,0,11.50846581,49.43206491,100,0,0,0
ANIK.OQ,2018-12-31T00:00:00Z,21.80129184,21.80129184,0,11.18827287,53.6494731,100,0,0,0
ANIK.OQ,2019-12-31T00:00:00Z,37.57646957,37.57646957,10.14886753,23.97240156,78.02056828,100,15.93406593,7.103825137,0
ANIK.OQ,2020-12-31T00:00:00Z,32.49707555,32.49707555,8.304134854,23.1846435,64.15547772,100,14.8241206,3.827751196,0
ANIK.OQ,2021-12-31T00:00:00Z,33.71349906,33.71349906,15.69911247,29.96263853,52.52950192,100,31.43459916,3.448275862,0
ANIP.OQ,2015-12-31T00:00:00Z,,,,,,,,,
ANIP.OQ,2016-12-31T00:00:00Z,17.43802864,17.43802864,0,15.76694025,32.72326507,100,0,0,0
ANIP.OQ,2017-12-31T00:00:00Z,20.09340693,20.09340693,0,17.48249769,38.73043081,100,0,0,0
ANIP.OQ,2018-12-31T00:00:00Z,19.03331345,19.03331345,0,17.22402825,35.69495286,100,0,0,0
ANIP.OQ,2019-12-31T00:00:00Z,20.99850491,20.99850491,0,25.09626288,30.2735369,100,0,0,0
ANIP.OQ,2020-12-31T00:00:00Z,23.17165312,23.17165312,0,25.67997901,36.41564507,100,0,0,0
ANIP.OQ,2021-12-31T00:00:00Z,25.06720186,25.06720186,0,25.84836784,42.28240741,100,0,0,0
ANNX.OQ,2020-12-31T00:00:00Z,25.91871607,25.91871607,0,26.71736128,43.73224363,100,0,0,0
ANNX.OQ,2021-12-31T00:00:00Z,26.09847856,26.09847856,0,26.71976011,44.30889208,100,0,0,0
ANNX.OQ,,,,,,,,,,
ANNX.OQ,,,,,,,,,,
ANSS.OQ,2014-12-31T00:00:00Z,51.23418768,51.23418768,26.95810565,42.17024461,66.32207438,100,0,0,60.6557377
ANSS.OQ,2015-12-31T00:00:00Z,55.81114739,55.81114739,26.66666667,53.78761582,66.29697712,100,0,0,60
ANSS.OQ,2016-12-31T00:00:00Z,53.54547289,53.54547289,26.17960426,50.64105836,64.25625711,100,0,0,58.90410959
ANSS.OQ,2017-12-31T00:00:00Z,43.50804741,43.50804741,31.58891547,54.33670079,37.75911324,100,22.03947368,0,54.54545455
ANSS.OQ,2018-12-31T00:00:00Z,45.77374916,45.77374916,31.58365506,56.8233922,40.51580699,100,23.96907216,0,53.08641975
ANSS.OQ,2019-12-31T00:00:00Z,59.35407455,59.35407455,58.91794481,87.19572232,35.51016123,100,74.23664122,45.26515152,54.25531915
ANSS.OQ,2020-12-31T00:00:00Z,62.57644736,62.57644736,57.60152369,85.88578223,43.9969972,100,75.78534031,39.375,53.07692308
AOMR.N,2020-12-31T00:00:00Z,,,,,,,,,
AOMR.N,2021-12-31T00:00:00Z,29.98277472,29.98277472,0,21.03449204,54.30462963,100,0,0,0
AOMR.N,,,,,,,,,,
AOMR.N,,,,,,,,,,
AORT.N,2015-12-31T00:00:00Z,,,,,,,,,
AORT.N,2016-12-31T00:00:00Z,29.4250856,29.4250856,0,26.94188723,46.42633675,100,0,0,0
AORT.N,2017-12-31T00:00:00Z,42.24237543,42.24237543,2.857142857,47.90923796,53.16078162,100,10,0,0
AORT.N,2018-12-31T00:00:00Z,41.1452832,41.1452832,2.798232695,45.21620042,53.68053245,100,9.793814433,0,0
AORT.N,2019-12-31T00:00:00Z,43.09865585,43.09865585,4.683840749,43.19231805,60.90224767,100,16.39344262,0,0
AORT.N,2020-12-31T00:00:00Z,42.85484524,42.85484524,6.696428571,41.97566586,60.88635921,100,23.4375,0,0
AORT.N,2021-12-31T00:00:00Z,44.07786457,44.07786457,4.866562009,41.00022056,66.4287037,100,17.03296703,0,0
AOS.N,2014-12-31T00:00:00Z,,,,,,,,,
AOS.N,2015-12-31T00:00:00Z,26.67041605,26.67041605,6.217277487,27.70086169,49.86315359,100,0,0,11.78010471
AOS.N,2016-12-31T00:00:00Z,39.33860917,39.33860917,30.05467294,31.72240918,60.46501706,100,7.272727273,0,53.88349515
AOS.N,2017-12-31T00:00:00Z,40.2769834,40.2769834,34.70071496,34.79753724,54.15266827,100,19.95967742,2.31092437,56.25
AOS.N,2018-12-31T00:00:00Z,41.18198545,41.18198545,37.64364437,32.58473561,56.69994454,100,23.01324503,2.604166667,60.40145985
AOS.N,2019-12-31T00:00:00Z,53.68944915,53.68944915,59.79845659,40.86137097,63.17767607,100,61.71662125,54.66101695,61.42433234
AOS.N,2020-12-31T00:00:00Z,54.06808537,54.06808537,59.7967652,46.68128099,56.87859086,100,62.0950324,52.75330396,62.16545012
AOUT.OQ,2021-04-30T00:00:00Z,26.38919149,26.38919149,5.632411067,18.74060505,44.58055556,100,20.65217391,0,0
AOUT.OQ,2022-04-30T00:00:00Z,35.85550429,35.85550429,7.411067194,27.07047626,58.43775332,100,27.17391304,0,0
AOUT.OQ,,,,,,,,,,
AOUT.OQ,,,,,,,,,,
AP.N,2017-12-31T00:00:00Z,20.92718899,20.92718899,5.818391621,12.2501749,56.80379385,100,0,13.16793893,0
AP.N,2018-12-31T00:00:00Z,18.53269697,18.53269697,3.380782918,11.04603715,52.52024404,100,0,7.651245552,0
AP.N,2019-12-31T00:00:00Z,16.41433699,16.41433699,2.972761539,10.54354991,45.30216285,100,0,6.727828746,0
AP.N,2020-12-31T00:00:00Z,13.79339914,13.79339914,1.99777338,14.37099753,29.75384316,100,0,4.521276596,0
AP.N,2021-12-31T00:00:00Z,14.43344046,14.43344046,2.568956193,14.0048175,32.14166667,100,0,5.813953488,0
AP.N,,,,,,,,,,
APA.OQ,2014-12-31T00:00:00Z,37.24390489,37.24390489,47.78332065,38.89040586,18.84983505,100,74.01315789,60.3030303,0
APA.OQ,2015-12-31T00:00:00Z,36.51528858,36.51528858,47.10948156,38.39167756,17.63091189,100,72.01257862,60.61452514,0
APA.OQ,2016-12-31T00:00:00Z,38.58084765,38.58084765,43.2187151,44.80851754,20.67263076,100,60.65088757,62.18274112,0
APA.OQ,2017-12-31T00:00:00Z,49.0219745,49.0219745,48.30524979,58.53978057,33.09974993,100,69.29347826,67.6744186,0
APA.OQ,2018-12-31T00:00:00Z,59.23456423,59.23456423,48.1197828,58.40700094,77.01206486,100,67.08542714,69.77272727,0
APA.OQ,2019-12-31T00:00:00Z,37.97926729,57.68930382,41.89876722,55.42667693,84.88377544,18.26923077,57.56880734,61.7768595,0
APA.OQ,2020-12-31T00:00:00Z,63.64024329,63.64024329,43.8175792,67.71361017,85.44931302,100,68.95833333,53.97727273,0
APAM.N,2015-12-31T00:00:00Z,33.6711874,33.6711874,17.86978061,41.16934276,37.44076797,100,0,0,0
APAM.N,2016-12-31T00:00:00Z,32.47334753,32.47334753,17.53569212,41.07678414,34.95022753,100,0,0,0
APAM.N,2017-12-31T00:00:00Z,34.47593932,34.47593932,0,42.04571566,38.42646555,100,0,0,0
APAM.N,2018-12-31T00:00:00Z,36.51468889,36.51468889,6.067769898,45.61513617,37.96394245,100,27.30496454,0,0
APAM.N,2019-12-31T00:00:00Z,40.58521873,40.58521873,7.802568014,54.70355576,38.49786267,100,28.5326087,6.578947368,0
APAM.N,2020-12-31T00:00:00Z,45.04854644,45.04854644,7.991473616,51.21274897,50.96034172,100,27.7027027,8.258928571,0
APAM.N,2021-12-31T00:00:00Z,59.74569867,59.74569867,25.38017987,50.30019038,78.0315613,100,39.0438247,9.541984733,26.25
APD.N,2014-09-30T00:00:00Z,78.79753149,78.79753149,77.59313822,72.16160825,92.16949622,100,66.27906977,95.89552239,71.62162162
APD.N,2015-09-30T00:00:00Z,79.3973612,79.3973612,76.48500413,76.99836066,88.60749851,100,58.44594595,96.93877551,75.20661157
APD.N,2016-09-30T00:00:00Z,73.12856908,73.12856908,83.10520139,74.9683211,52.38582774,100,65.2866242,98.44720497,86.43410853
APD.N,2017-09-30T00:00:00Z,78.9400727,78.9400727,89.64734548,72.52371695,70.89604913,100,93.03030303,88.7283237,87.13235294
APD.N,2018-09-30T00:00:00Z,84.98655372,84.98655372,93.2491658,79.44575537,79.77784738,100,93.97905759,99.24242424,86.85897436
APD.N,2019-09-30T00:00:00Z,80.09462078,80.09462078,93.10920299,78.68976714,59.48263865,100,93.16037736,97.55555556,88.85869565
APD.N,2020-09-30T00:00:00Z,81.52981052,81.52981052,92.63416215,80.43034438,63.77510693,100,90.57692308,98.04270463,89.58333333
APEI.OQ,2017-12-31T00:00:00Z,39.83297081,39.83297081,0,31.34920635,80.70963318,100,0,0,0
APEI.OQ,2018-12-31T00:00:00Z,33.59201148,33.59201148,3.142857143,32.8878177,59.60399334,100,0,7.142857143,0
APEI.OQ,2019-12-31T00:00:00Z,61.40460385,61.40460385,66.95,61.5907099,56.61491102,100,65,81.25,0
APEI.OQ,2020-12-31T00:00:00Z,63.34112118,63.34112118,35.35714286,67.91872494,82.51582859,100,39.28571429,37.5,0
APEI.OQ,2021-12-31T00:00:00Z,61.78316591,61.78316591,36.03076923,58.75884851,85.98218391,100,43.33333333,34.61538462,0
APEI.OQ,,,,,,,,,,
APEN.OQ,2020-12-31T00:00:00Z,33.10028543,33.10028543,0,17.89245126,68.57073361,100,0,0,0
APEN.OQ,2021-12-31T00:00:00Z,21.7215478,21.7215478,0,15.83401737,39.61018519,100,0,0,0
APEN.OQ,,,,,,,,,,
APEN.OQ,,,,,,,,,,
APG.N,2017-12-31T00:00:00Z,,,,,,,,,
APG.N,2018-12-31T00:00:00Z,,,,,,,,,
APG.N,2019-12-31T00:00:00Z,8.855514822,8.855514822,0,7.945218553,22.50742154,100,0,0,0
APG.N,2020-12-31T00:00:00Z,14.52914134,14.52914134,0,10.58467742,40.30453396,61.76470588,0,0,0
APG.N,2021-12-31T00:00:00Z,16.27376102,16.27376102,0,14.61353827,41.34444444,100,0,0,0
APG.N,,,,,,,,,,
APH.N,2015-12-31T00:00:00Z,22.975949,22.975949,0,29.9061086,45.3370098,100,0,0,0
APH.N,2016-12-31T00:00:00Z,57.12512027,57.12512027,49.78199353,55.58941359,68.33486728,100,55.40540541,16.66666667,81.25
APH.N,2017-12-31T00:00:00Z,60.3712469,60.3712469,69.47079677,55.59256706,53.71873522,100,75.45454545,53.92156863,79.6875
APH.N,2018-12-31T00:00:00Z,68.47994672,68.47994672,74.25960791,56.87509306,73.53831196,100,93.18181818,45.83333333,82.05128205
APH.N,2019-12-31T00:00:00Z,66.31762474,66.31762474,77.14209402,56.67270454,62.69447822,100,91.875,56.66666667,81.25
APH.N,2020-12-31T00:00:00Z,71.86216068,71.86216068,79.81985361,55.22174845,79.54427313,100,93.36734694,62.37113402,81.96721311
APH.N,2021-12-31T00:00:00Z,75.45428321,75.45428321,71.61129896,78.75881009,76.87025862,100,91.9047619,79.5,34.61538462
APLE.N,2015-12-31T00:00:00Z,9.449980417,9.449980417,0,9.133541211,20.77205882,100,0,0,0
APLE.N,2016-12-31T00:00:00Z,13.96642377,13.96642377,0,22.40328878,22.33930603,100,0,0,0
APLE.N,2017-12-31T00:00:00Z,16.34637533,16.34637533,0,20.92335413,31.11987201,100,0,0,0
APLE.N,2018-12-31T00:00:00Z,22.22417384,22.22417384,0.5521049,29.54651576,40.6333888,100,1.207729469,0,0
APLE.N,2019-12-31T00:00:00Z,40.45087091,40.45087091,39.47700662,33.46455409,48.14642115,100,37.94964029,36.59793814,56.38297872
APLE.N,2020-12-31T00:00:00Z,35.70780367,35.70780367,34.59535084,32.40062652,40.11073719,100,32.74760383,30.66465257,56.7264574
APLE.N,2021-12-31T00:00:00Z,33.09353349,33.09353349,27.22522382,36.02300381,37.18944764,100,22.42990654,25.28571429,53.67965368
APLS.OQ,2017-12-31T00:00:00Z,16.93364881,16.93364881,0,17.60549749,28.34761742,100,0,0,0
APLS.OQ,2018-12-31T00:00:00Z,17.54065728,17.54065728,0,18.32301957,29.23460899,100,0,0,0
APLS.OQ,2019-12-31T00:00:00Z,17.72257001,17.72257001,0,18.03704777,30.24915182,100,0,0,0
APLS.OQ,2020-12-31T00:00:00Z,23.58194167,23.58194167,3.083599817,25.72683185,35.40863981,100,6.783919598,0,0
APLS.OQ,2021-12-31T00:00:00Z,27.19068312,27.19068312,6.041426928,29.23290658,39.64814815,100,13.29113924,0,0
APLS.OQ,,,,,,,,,,
APLT.OQ,2017-12-31T00:00:00Z,,,,,,,,,
APLT.OQ,2018-12-31T00:00:00Z,,,,,,,,,
APLT.OQ,2019-12-31T00:00:00Z,20.01017899,20.01017899,0,39.19655184,15.86938083,100,0,0,0
APLT.OQ,2020-12-31T00:00:00Z,26.40848395,26.40848395,0,38.29256943,33.18641759,100,0,0,0
APLT.OQ,2021-12-31T00:00:00Z,31.56996968,31.56996968,0,38.94186543,45.9,100,0,0,0
APLT.OQ,,,,,,,,,,
APO.N,2016-12-31T00:00:00Z,,,,,,,,,
APO.N,2017-12-31T00:00:00Z,15.02800884,15.02800884,0,33.72870219,3.74471489,100,0,0,0
APO.N,2018-12-31T00:00:00Z,19.87187461,19.87187461,16.33201314,37.84109453,5.759825128,100,24.46808511,49.02597403,0
APO.N,2019-12-31T00:00:00Z,25.56499849,31.68555254,26.13971523,58.23973997,10.92576767,19.44444444,41.57608696,76.05263158,0
APO.N,2020-12-31T00:00:00Z,40.80225678,40.80225678,28.58170671,69.9466579,19.85759418,64.63414634,55.18018018,73.4375,0
APO.N,,,,,,,,,,
APOG.OQ,2016-02-27T00:00:00Z,25.58809238,25.58809238,9.834682861,21.74276835,52.09186576,100,12.5,0,14.47368421
APOG.OQ,2017-03-04T00:00:00Z,29.38138895,29.38138895,8.269230769,25.18477044,63.40189693,100,10,0,12.5
APOG.OQ,2018-03-03T00:00:00Z,28.67308824,28.67308824,9.956647166,22.96099291,61.95341098,100,12.83783784,0,14.53488372
APOG.OQ,2019-03-02T00:00:00Z,36.58816982,36.58816982,22.73748405,30.03812105,64.85580438,100,31.31868132,23.26732673,16.84210526
APOG.OQ,2020-02-29T00:00:00Z,38.18985753,38.18985753,23.57410032,30.37654574,69.43119704,100,35.71428571,19.76744186,18.18181818
APOG.OQ,2021-02-27T00:00:00Z,40.33622271,40.33622271,29.03596606,32.9295166,66.63039591,100,26.89393939,14.23357664,40
APOG.OQ,2022-02-26T00:00:00Z,41.20387649,41.20387649,28.82229085,30.26243979,74.44152199,100,26.13636364,14.23357664,40
APPF.OQ,2015-12-31T00:00:00Z,,,,,,,,,
APPF.OQ,2016-12-31T00:00:00Z,23.55001382,23.55001382,0,28.46713477,26.38083049,100,0,0,0
APPF.OQ,2017-12-31T00:00:00Z,25.72919008,25.72919008,0,31.38940021,28.57387727,100,0,0,0
APPF.OQ,2018-12-31T00:00:00Z,39.03056835,39.03056835,0,31.97506891,56.81530782,100,0,0,0
APPF.OQ,2019-12-31T00:00:00Z,47.07152489,47.07152489,0,52.16660119,56.80555556,100,0,0,0
APPF.OQ,2020-12-31T00:00:00Z,46.45973688,46.45973688,0,51.0883389,56.41191733,100,0,0,0
APPF.OQ,2021-12-31T00:00:00Z,41.41936185,41.41936185,0,53.79662315,43.18697318,100,0,0,0
APPN.OQ,2016-12-31T00:00:00Z,,,,,,,,,
APPN.OQ,2017-12-31T00:00:00Z,,,,,,,,,
APPN.OQ,2018-12-31T00:00:00Z,31.60714508,31.60714508,1.975945017,17.01804006,53.05934554,100,5.927835052,0,0
APPN.OQ,2019-12-31T00:00:00Z,23.14901215,23.14901215,8.078880407,28.88330512,22.7321883,100,24.23664122,0,0
APPN.OQ,2020-12-31T00:00:00Z,26.57454784,26.57454784,8.987783595,28.48972004,30.20140105,100,26.96335079,0,0
APPN.OQ,,,,,,,,,,
APPS.OQ,2018-03-31T00:00:00Z,,,,,,,,,
APPS.OQ,2019-03-31T00:00:00Z,12.76014391,12.76014391,0,11.87979186,17.34626802,100,0,0,0
APPS.OQ,2020-03-31T00:00:00Z,21.02909502,21.02909502,0,18.76121753,29.29071804,100,0,0,0
APPS.OQ,2021-03-31T00:00:00Z,26.53163311,35.12848361,0,24.11492554,55.15092593,17.93478261,0,0,0
APPS.OQ,2022-03-31T00:00:00Z,32.57356399,32.57356399,0,25.48283352,48.45153998,100,0,0,0
APPS.OQ,,,,,,,,,,
APRE.OQ,2017-12-31T00:00:00Z,,,,,,,,,
APRE.OQ,2018-12-31T00:00:00Z,,,,,,,,,
APRE.OQ,2019-12-31T00:00:00Z,21.2962343,21.2962343,0,40.06215349,18.39588634,100,0,0,0
APRE.OQ,2020-12-31T00:00:00Z,21.29119968,21.29119968,0,49.22980231,10.03016151,100,0,0,0
APRE.OQ,2021-12-31T00:00:00Z,24.68069582,24.68069582,12.5,40.6961963,18.20925926,100,0,35.71428571,0
APRE.OQ,,,,,,,,,,
APRN.N,2017-12-31T00:00:00Z,,,,,,,,,
APRN.N,2018-12-31T00:00:00Z,,,,,,,,,
APRN.N,2019-12-31T00:00:00Z,28.75093683,28.75093683,6.873133327,50.09892921,15.93193384,100,6.589147287,8.531746032,0
APRN.N,2020-12-31T00:00:00Z,32.27535395,32.27535395,6.319932808,53.13247763,24.78984238,100,3.709677419,10.19417476,0
APRN.N,2021-12-31T00:00:00Z,36.41248763,36.41248763,19.92668749,51.76182234,28.02662835,100,5.162241888,38.67647059,0
APRN.N,,,,,,,,,,
APT.A,2017-12-31T00:00:00Z,36.4076449,36.4076449,0,28.27480414,64.10611952,100,0,0,0
APT.A,2018-12-31T00:00:00Z,31.10448368,31.10448368,0,15.28136046,66.4536883,100,0,0,0
APT.A,2019-12-31T00:00:00Z,30.50422998,30.50422998,0,13.6018977,66.99427481,100,0,0,0
APT.A,2020-12-31T00:00:00Z,32.54763462,32.54763462,0,14.52802754,71.46234676,100,0,0,0
APT.A,2021-12-31T00:00:00Z,31.35191846,31.35191846,0,13.63070808,69.31574074,100,0,0,0
APT.A,,,,,,,,,,
APTX.OQ,2017-12-31T00:00:00Z,18.25256633,18.25256633,0,21.51167378,26.7672266,100,0,0,0
APTX.OQ,2018-12-31T00:00:00Z,13.09594033,13.09594033,0,21.32810582,10.39711592,100,0,0,0
APTX.OQ,2019-12-31T00:00:00Z,13.01712977,13.01712977,0,20.90643218,10.77290076,100,0,0,0
APTX.OQ,2020-12-31T00:00:00Z,13.33406096,13.33406096,0,19.65304499,13.66900175,100,0,0,0
APTX.OQ,2021-12-31T00:00:00Z,19.76181687,19.76181687,0,20.42298241,33.26574074,100,0,0,0
APTX.OQ,,,,,,,,,,
APYX.OQ,2017-12-31T00:00:00Z,10.50443884,10.50443884,3.684807256,4.249039966,21.92320878,100,0,10.31746032,0
APYX.OQ,2018-12-31T00:00:00Z,42.69390173,42.69390173,6.944444444,29.09744779,77.27897948,100,0,19.44444444,0
APYX.OQ,2019-12-31T00:00:00Z,34.9097135,34.9097135,4.50180072,32.37499893,52.43744699,100,0,12.60504202,0
APYX.OQ,2020-12-31T00:00:00Z,28.38736846,42.00200965,3.257722008,30.10280251,75.74996661,14.77272727,0,9.121621622,0
APYX.OQ,2021-12-31T00:00:00Z,32.95016705,32.95016705,3.410914928,26.04113754,55.83204023,44.73684211,0,9.550561798,0
APYX.OQ,,,,,,,,,,
AQB.OQ,2015-12-31T00:00:00Z,,,,,,,,,
AQB.OQ,2016-12-31T00:00:00Z,28.17393055,28.17393055,12.5,57.52782831,11.87855518,100,0,35.71428571,0
AQB.OQ,2017-12-31T00:00:00Z,33.57920844,33.57920844,9.84375,61.97134842,23.53445321,100,0,28.125,0
AQB.OQ,2018-12-31T00:00:00Z,36.67707571,36.67707571,11.85483871,58.2211058,33.59622851,100,0,33.87096774,0
AQB.OQ,2019-12-31T00:00:00Z,42.89377913,42.89377913,11.17021277,62.74598427,45.95525869,100,0,31.91489362,0
AQB.OQ,2020-12-31T00:00:00Z,47.46609534,47.46609534,11.03846154,63.61754923,57.03541545,100,0,31.53846154,0
AQB.OQ,2021-12-31T00:00:00Z,47.66480474,47.66480474,12.5,63.11769959,57.0287037,100,0,35.71428571,0
AQMS.OQ,2017-12-31T00:00:00Z,9.151445483,9.151445483,4.651162791,14.13835183,7.428865273,100,0,0,50
AQMS.OQ,2018-12-31T00:00:00Z,8.849449237,8.849449237,5.280145659,14.19975518,5.196894065,100,0,1.423487544,50
AQMS.OQ,2019-12-31T00:00:00Z,8.294813206,8.294813206,5.326790413,12.75541431,5.238549618,100,0,1.529051988,50
AQMS.OQ,2020-12-31T00:00:00Z,9.273270527,9.273270527,5.297501237,12.15913312,10.24226503,100,0,1.462765957,50
AQMS.OQ,2021-12-31T00:00:00Z,11.63456862,11.63456862,5.370470525,13.14821717,18.13240741,100,0,1.627906977,50
AQMS.OQ,,,,,,,,,,
AQST.OQ,2017-12-31T00:00:00Z,,,,,,,,,
AQST.OQ,2018-12-31T00:00:00Z,,,,,,,,,
AQST.OQ,2019-12-31T00:00:00Z,18.3223508,18.3223508,0,16.64583108,34.26420696,100,0,0,0
AQST.OQ,2020-12-31T00:00:00Z,20.30760437,20.30760437,0,16.23297064,41.28916132,100,0,0,0
AQST.OQ,2021-12-31T00:00:00Z,22.94691742,22.94691742,0,16.5051739,49.40148467,80.83333333,0,0,0
AQST.OQ,,,,,,,,,,
AQUA.N,2017-09-30T00:00:00Z,,,,,,,,,
AQUA.N,2018-09-30T00:00:00Z,31.68096183,31.68096183,20.27395295,47.7635315,19.11591791,100,26.5625,0,35.54216867
AQUA.N,2019-09-30T00:00:00Z,44.20064721,44.20064721,41.36731555,58.70906513,27.64544537,56.06060606,49.22680412,35.25345622,38.02083333
AQUA.N,2020-09-30T00:00:00Z,49.726529,49.726529,43.1132206,60.36030152,40.76824666,66.66666667,51.2345679,37.59259259,38.7254902
AQUA.N,2021-09-30T00:00:00Z,47.13566367,47.13566367,45.60066962,59.2431898,32.73943167,100,49.82758621,45.3525641,40.25423729
AQUA.N,,,,,,,,,,
AR.N,2014-12-31T00:00:00Z,15.3035143,15.3035143,13.07312056,20.44850651,9.399522347,100,30.59210526,3.939393939,0
AR.N,2015-12-31T00:00:00Z,27.306537,27.306537,26.45673825,26.24082325,30.45343137,100,37.42138365,37.70949721,0
AR.N,2016-12-31T00:00:00Z,23.68151433,23.68151433,24.27629477,21.24970046,27.14590444,100,34.61538462,34.26395939,0
AR.N,2017-12-31T00:00:00Z,23.71062173,23.71062173,25.47100492,20.06954154,27.62198606,59.09090909,37.77173913,34.18604651,0
AR.N,2018-12-31T00:00:00Z,25.64464933,25.64464933,27.10748993,18.07160203,37.00441747,100,32.91457286,45.22727273,0
AR.N,2019-12-31T00:00:00Z,34.31837491,34.31837491,43.44766472,20.93352935,44.79839109,44.23076923,50.68807339,75,0
AR.N,2020-12-31T00:00:00Z,45.9576335,45.9576335,48.02556818,32.58390775,66.77447356,100,53.95833333,85.41666667,0
ARAV.OQ,2015-12-31T00:00:00Z,,,,,,,,,
ARAV.OQ,2016-12-31T00:00:00Z,25.04317863,25.04317863,0,40.06691129,28.0503413,100,0,0,0
ARAV.OQ,2017-12-31T00:00:00Z,16.60424163,16.60424163,0,36.39857563,9.638898412,100,0,0,0
ARAV.OQ,2018-12-31T00:00:00Z,18.23617932,18.23617932,0,33.89892769,16.12312812,100,0,0,0
ARAV.OQ,2019-12-31T00:00:00Z,15.69577778,15.69577778,0,34.52230294,9.006573367,100,0,0,0
ARAV.OQ,2020-12-31T00:00:00Z,23.04479061,23.04479061,0,53.52269237,10.63922942,100,0,0,0
ARAV.OQ,2021-12-31T00:00:00Z,36.5645186,36.5645186,0,56.6835567,42.61018519,100,0,0,0
ARAY.OQ,2017-06-30T00:00:00Z,36.62244135,36.62244135,0,28.9148269,63.861273,100,0,0,0
ARAY.OQ,2018-06-30T00:00:00Z,45.31317352,45.31317352,4.761904762,39.97923195,71.26012202,100,0,13.33333333,0
ARAY.OQ,2019-06-30T00:00:00Z,36.54979404,36.54979404,5.852340936,35.93665646,51.68256997,100,0,16.38655462,0
ARAY.OQ,2020-06-30T00:00:00Z,42.02806005,42.02806005,4.946911197,36.57537311,66.51196731,100,0,13.85135135,0
ARAY.OQ,2021-06-30T00:00:00Z,41.6631876,41.6631876,7.02247191,35.6056372,65.80462963,100,0,19.66292135,0
ARAY.OQ,,,,,,,,,,
ARC.N,2017-12-31T00:00:00Z,22.45444169,22.45444169,0,6.317373461,58.79213804,100,0,0,0
ARC.N,2018-12-31T00:00:00Z,28.0597933,28.0597933,10.78431373,17.00221828,54.28175263,100,0,32.35294118,0
ARC.N,2019-12-31T00:00:00Z,27.10585842,27.10585842,10.75268817,17.55579435,50.75593723,100,0,32.25806452,0
ARC.N,2020-12-31T00:00:00Z,28.16816158,28.16816158,11.66666667,19.36164516,50.97197898,100,0,35,0
ARC.N,2021-12-31T00:00:00Z,26.4844645,26.4844645,2.884615385,19.08860043,52.45462963,100,0,8.653846154,0
ARC.N,,,,,,,,,,
ARCB.OQ,2015-12-31T00:00:00Z,,,,,,,,,
ARCB.OQ,2016-12-31T00:00:00Z,34.33123435,34.33123435,0,40.40981226,67.62656428,100,0,0,0
ARCB.OQ,2017-12-31T00:00:00Z,36.42706658,36.42706658,10.16922095,38.45251846,65.3033939,100,0,28.16091954,0
ARCB.OQ,2018-12-31T00:00:00Z,35.819235,35.819235,8.847222222,37.72065039,65.71381032,100,0,24.5,0
ARCB.OQ,2019-12-31T00:00:00Z,47.34883007,47.34883007,21.17783343,55.40129735,68.28581857,100,36.16071429,28.04878049,0
ARCB.OQ,2020-12-31T00:00:00Z,48.92445513,48.92445513,20.17128239,54.39694396,76.31402691,100,34.07407407,27.02702703,0
ARCB.OQ,2021-12-31T00:00:00Z,56.38275112,56.38275112,35.51121463,64.4926856,70.88568008,100,63,45.0310559,0
ARCC.OQ,2014-12-31T00:00:00Z,13.65565602,13.65565602,0,29.54887218,4.643466394,100,0,0,0
ARCC.OQ,2015-12-31T00:00:00Z,24.09150658,24.09150658,0,57.18870347,4.454656863,100,0,0,0
ARCC.OQ,2016-12-31T00:00:00Z,27.23620331,27.23620331,0,65.63210351,4.313139932,100,0,0,0
ARCC.OQ,2017-12-31T00:00:00Z,27.76711178,27.76711178,0,65.68504595,5.303393898,100,0,0,0
ARCC.OQ,2018-12-31T00:00:00Z,25.05623842,25.05623842,0,60.54421769,3.845812535,100,0,0,0
