,std,std,std,std,std,std,std,std,std,std,mean_change,mean_change,mean_change,mean_change,mean_change,mean_change,std_change,std_change,std_change,std_change,std_change,std_change,ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,mean-return,semi-variance (down),kurtosis,skew,VaR (95%)
,ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,mean-return,semi-variance (down),kurtosis,skew,VaR (95%),"D(ESG, VaR)",ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,semi-variance (down),VaR (95%),ESG Score,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,semi-variance (down),VaR (95%),2020.0,2020.0,2020.0,2020.0,2020.0,2020.0,2020.0,2020.0,2020.0
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIEN.N,1.0667296986401076,0.9884964654612749,0.1921043219805891,0.8987303600180521,0.2507795425117961,1.8634417992047574,1.6385316633512912,0.46549646614423923,1.7426110296424824,1.6093459810981972,0.310448179820816,0.009993349435966336,-0.22050224841506827,0.44844209975225247,-1.2153179009058788,1.1540934104626854,0.310448179820816,0.009993349435966336,-0.22050224841506827,0.44844209975225247,-1.2153179009058788,1.1540934104626854,1.1425043260378245,0.3309710622906472,0.982156554244492,1.2777647328354211,-1.685209995368932,1.1595478229725051,2.756410218913108,-2.13707574130967,-1.3668763250362717
CIM.N,0.3275129579651239,-0.5820783658123779,-0.20877618634758505,1.2970394141938026,-0.36317249357581316,0.2711808057971564,0.42676950225354204,0.5568381783912184,0.1404157242564057,1.714936028577277,-1.9558455143373967,-1.1676986894802384,-1.0230584247750407,-1.4223534970706344,-0.45796607352527885,0.6056313003186962,-1.9558455143373967,-1.1676986894802384,-1.0230584247750407,-1.4223534970706344,-0.45796607352527885,0.6056313003186962,-1.395650930435369,-1.2755316429895471,-0.636653619388174,-1.0705927981966674,-0.5941348609573097,-0.7138143716124429,-1.2248329894348848,0.6817122444985082,0.44023213917576276
CINF.OQ,-0.6185629060245047,-0.711132476366879,-0.19806754808193638,-0.8366049565697826,-0.2867320548824937,0.7497865825109974,-0.9899187484694294,-1.0329891828274862,0.8281344515286769,1.018124754610748,-0.5349376307968912,-0.5985471612735423,-0.24215363769783385,-0.36463304495442933,-0.7727151415448287,0.9334102017133212,-0.5349376307968912,-0.5985471612735423,-0.24215363769783385,-0.36463304495442933,-0.7727151415448287,0.9334102017133212,0.45471049668368185,-0.5366840837082667,0.22801055739678536,0.6852360310596124,-0.8782958249179849,0.2236863930447963,-0.46537283849124833,0.49928436889303734,-0.630914381019632
CIO.N,0.3047533570633078,0.13607195701873606,0.4142523808792562,0.18465886666884734,0.8194958288930663,1.3026121614017818,2.16387474183982,0.595929422517578,1.0000883588656893,-0.5509412687352288,0.3968524777985142,0.31070160210395936,-0.030187933315595477,0.2653364552016572,-2.081361273251629,0.6615210161159835,0.3968524777985142,0.31070160210395936,-0.030187933315595477,0.2653364552016572,-2.081361273251629,0.6615210161159835,-0.35936915439326134,-0.6936631430622848,0.07091400264948385,0.2550995478185662,-0.38126823970457013,2.4820261546677056,2.8740791167554023,-2.179316878973972,-2.088217615868366
CIR.N,1.543045821010192,2.04652854850702,1.7182553883813818,0.4152072186018589,-0.2002348214130014,0.2629755297257264,0.7727412999256225,0.6685209464614149,0.16776963368513612,0.022629632825849292,0.4104069234745064,1.387343655343069,0.3719177689864895,-0.6082193514821034,-0.5516767088626984,0.637471017353448,0.4104069234745064,1.387343655343069,0.3719177689864895,-0.6082193514821034,-0.5516767088626984,0.637471017353448,0.9739180472907913,0.4838405011636139,1.6886089912071118,0.4132712331638173,-0.6829866561941356,-0.25102871562980894,-0.8082249060728646,0.04800768770815437,0.196474265069194
CIVB.OQ,-0.7907673492031587,-0.7005664257968313,-0.3101915886639734,-0.808462086310165,-0.3505606055272034,-0.8254285101270061,-0.4709995361139096,-0.6747356060585078,-1.0062087941839355,-0.7015274449234922,-1.0259063643979955,-0.04075394072202901,-1.3523758430379333,-0.16191743007339124,-0.12448990634992922,0.07796262721360182,-1.0259063643979955,-0.04075394072202901,-1.3523758430379333,-0.16191743007339124,-0.12448990634992922,0.07796262721360182,-1.2028636849227072,-1.2900178944381946,-1.172439678971489,-0.9552013035899651,-0.10396978984975085,0.01946442474026164,-0.40519506748823925,0.9733796129258793,-0.1678989004421541
CIVI.N,-0.4287485764981458,-0.7093125246865939,-0.6467088059339282,1.2630885636434739,-0.6804048906556314,-0.024564496461752475,-0.3200913769415847,-0.4044039471675268,-0.25252694110990936,-0.5530096789506425,0.6991791564947696,-1.484399208594948,-1.1824312064234896,1.6023221333184823,-0.48487863679790594,0.5571689984272927,0.6991791564947696,-1.484399208594948,-1.1824312064234896,1.6023221333184823,-0.48487863679790594,0.5571689984272927,-1.5541276710597338,-1.3599440058363939,-1.7727753572903087,0.14473432810538164,-0.48015760182132644,-0.8663766923500019,-1.0872015296788293,0.21781097492210408,0.5545533927138712
CIX.A,-0.1391993598980198,-0.671685725187446,0.526380126141408,0.07666674107978029,-0.7971456748491563,-0.18160590163838622,0.914638044249445,0.5744231800446946,-0.5500647965030485,-0.5126326424578067,-0.10898506906447457,-0.49620465234860306,0.7285248040334361,-0.322816553982136,0.13614706591276904,-0.33139260337344834,-0.10898506906447457,-0.49620465234860306,0.7285248040334361,-0.322816553982136,0.13614706591276904,-0.33139260337344834,-1.0586693968153496,-0.9804948475551125,-1.2081825591999098,0.01606763077587358,-0.28271994067618017,-1.6789851622537946,-0.3732333364918327,0.1802234614498718,1.1970131019083246
CIZN.OQ,-1.046756090154663,-0.793622786498634,-0.9114089982555171,-1.1501443927202943,-0.896893603836644,-1.2319433736201042,-1.2182672395121683,-1.3518171448601366,-1.2451213885042833,1.570924163737203e-16,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,4.1320064191634945e-16,0.0,0.0,0.0,-3.831464757888703e-17,0.0,1.1417408438304152e-16,-6.2494835470297e-17,-9.307916120080616e-16
CL.N,-0.4023745982902117,-0.06216665278277783,-0.49700168319583726,0.600290118562133,-0.6419883787714388,0.20060935427853663,1.8112197749513446,0.9828149581693255,0.2706122294986019,0.8989867962923732,-0.6819944631343936,-0.46845282375834163,-0.46970784593032844,-0.6974859256871556,-0.43887838647052635,0.8651792591326324,-0.6819944631343936,-0.46845282375834163,-0.46970784593032844,-0.6974859256871556,-0.43887838647052635,0.8651792591326324,2.5264429972772087,2.525913730212031,2.385403550657263,1.1930274260037186,0.09012295916763241,-0.5409007448633127,-0.9590456578123946,-0.5754385593607497,0.6737560003208083
CLAR.OQ,-0.27364712569983657,-0.7246253461376179,-0.77052216282848,0.526297617918628,-0.375852682986146,0.34018767782883563,-0.6089242581275116,-0.7991714417066971,0.3598678756563394,-1.0960595324569946,-0.12978361734039057,-0.8368289246069847,-0.6944604690824762,0.43969986108699094,-0.18974838971870384,-0.080852577425241,-0.12978361734039057,-0.8368289246069847,-0.6944604690824762,0.43969986108699094,-0.18974838971870384,-0.080852577425241,-0.346771644377894,-1.2426268450547218,-0.6982773252256593,0.39302625131652025,-0.3763902164863833,-1.2670959581705497,-0.9746780921031651,0.7470307643635501,0.8308856937413986
CLBK.OQ,-0.2573224886784667,-0.7815461504216031,0.2550289927078054,-0.9072569979440817,0.016813457331456918,2.2037502758339986,-0.46028823828883786,1.7666508327645851,1.9512951001069454,-0.9724164427952129,0.12120102395803567,-0.47442169961539177,1.252055703183993,-0.2918720767913123,-0.3292899404241817,-0.12070495870800521,0.12120102395803567,-0.47442169961539177,1.252055703183993,-0.2918720767913123,-0.3292899404241817,-0.12070495870800521,-0.5155783449943365,-1.3364058165344124,-1.1129106843601422,0.6423875650673887,-1.0586617076501583,1.4642256326018592,1.103065532140043,-1.0762064653234502,-1.56200915406873
CLDT.N,1.7920424519083733,3.4474338284466692,0.48215114491483335,0.1188037359598088,4.44761312592581,0.6071880056745811,2.2690121982537375,1.9094694419061295,0.8567129889903453,0.7209502989350485,0.6160263593334777,1.0220176989145997,-0.6913691701724215,0.0005084414514233512,-0.2824566795079156,0.15080789876891365,0.6160263593334777,1.0220176989145997,-0.6913691701724215,0.0005084414514233512,-0.2824566795079156,0.15080789876891365,-0.13930231667637338,0.5231854276435666,-0.3069104576399579,-0.5329545925833573,3.8378315833915404,1.2811682230619006,1.9673494604934847,2.5818237073451584,-0.814052485611316
CLF.N,0.9867429972205038,1.40887104733743,0.5328534071271034,-0.14700125318703344,0.8533067441340085,-1.1303992577012503,0.08186869544954138,-0.7818789352758678,-0.056705024657196235,0.5212349584452519,-0.2309665621728103,-0.358482478836314,-0.3300346145186686,-0.12581314569740876,-0.0031257092719582883,-0.5981858877728826,-0.2309665621728103,-0.358482478836314,-0.3300346145186686,-0.12581314569740876,-0.0031257092719582883,-0.5981858877728826,0.16085255639818064,0.03156960594041111,-0.026727767106732855,0.9551987258499196,1.1081000816124302,-0.7990282312257835,0.1587718336985181,0.34097476863223747,1.055246383566964
CLFD.OQ,-1.046756090154663,-0.793622786498634,-0.9114089982555171,-1.1501443927202943,-0.896893603836644,-1.2319433736201042,-1.2182672395121683,-1.3518171448601366,-1.2451213885042833,1.570924163737203e-16,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,4.1320064191634945e-16,0.0,0.0,0.0,-3.831464757888703e-17,0.0,1.1417408438304152e-16,-6.2494835470297e-17,-9.307916120080616e-16
CLH.N,1.7785972864874775,1.9111064736442698,2.005934965446478,-0.3532455283354557,1.4458062410757242,1.1788095086012473,1.591708428861625,1.668987054001497,1.697596610789267,0.07028124412513291,1.2690305556678714,0.3956027510438445,1.5400564808552741,0.09002329178195705,-1.775471913462936,1.219831349134346,1.2690305556678714,0.3956027510438445,1.5400564808552741,0.09002329178195705,-1.775471913462936,1.219831349134346,0.21402028337811677,0.7084433487647821,0.3467184507140324,-0.5106998183200046,-0.7972338547330733,2.278034006677943,1.6660480113902816,-1.4160933360397063,-2.279324013548019
CLMT.OQ,-1.046756090154663,-0.793622786498634,-0.9114089982555171,-1.1501443927202943,-0.896893603836644,-1.2319433736201042,-1.2182672395121683,-1.3518171448601366,-1.2451213885042833,1.570924163737203e-16,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,-1.1620238203076787,-0.2843638228063783,-0.6683079984783646,-2.219899926417417,2.2414394944948945,-0.0839007183728575,-0.2762681460789251,1.705594681818542,0.6623669892534595
CLNE.OQ,1.2728800957595472,0.6783447638720443,1.245700750383214,0.8303046634281487,-0.5410184170824658,5.95705690976839,3.83742760081456,3.699205201231853,3.3204680666571287,-1.3620296750086032,0.8988238403453943,-0.1887112732061595,1.0951237640124547,0.5891974276798305,-2.479388508156803,-12.342202851174463,0.8988238403453943,-0.1887112732061595,1.0951237640124547,0.5891974276798305,-2.479388508156803,-12.342202851174463,0.953641900448915,1.2850751094345891,0.3297102481372975,1.0661079317893436,-0.5523441700613025,0.09557665743134623,4.675725045980489,-3.133861269822467,1.1874679201316112
CLPR.N,-0.7894491619929002,-0.578825568900609,-0.41793966437898267,-0.38538116816228907,0.7073048731279932,0.7569269917810018,-0.41042152843705354,-0.6479114569309138,1.0593445285586587,0.7124332995407767,-0.808645025600441,-1.0708596392362044,-0.7955085754631318,-0.06727016181159232,0.011611225942159171,-0.18888188082517338,-0.808645025600441,-1.0708596392362044,-0.7955085754631318,-0.06727016181159232,0.011611225942159171,-0.18888188082517338,-1.8432827921674368,-1.2755316429895471,-1.5975742017127343,-1.4067673391654127,-1.2556469064175888,1.9779286789934625,-0.12331978879641411,0.3186383985412992,-2.0839210396199306
CLR.N,-0.5597654009619865,-0.027229417637937122,-0.6099663635870614,-0.15885444576424038,2.376307210721073,0.3755935835702224,0.9846322830241249,0.6610448918988745,0.8122906868076326,0.8202125866489386,-0.9124769773358451,-0.22554649642782917,-0.868225343289695,-1.4164876702474343,-0.34578161432946647,0.3339337593665269,-0.9124769773358451,-0.22554649642782917,-0.868225343289695,-1.4164876702474343,-0.34578161432946647,0.3339337593665269,-1.385970466502172,-0.3933829404212231,-1.1890458156109243,-1.9569306553060242,-0.8667774643009954,0.6121830684721193,-0.5014108963934678,0.3535092493074745,-1.0448713644669694
CLW.N,-0.2830485686487098,0.048374420132361366,-0.23374550553809337,2.0287233182360263,-0.5957724799082323,-0.2724591830580003,-0.6677282074127857,-0.22184952790551513,-0.4594853208436999,0.9864799286232255,-0.6306695210862141,-0.7660686622826361,-0.6675513377196307,0.3852571318137294,-0.08568756346262377,0.10023954028554102,-0.6306695210862141,-0.7660686622826361,-0.6675513377196307,0.3852571318137294,-0.08568756346262377,0.10023954028554102,0.513093694264554,0.9060455570638933,-0.8796526589074363,1.580881409157906,0.27525589234730924,-2.0820371552549823,-1.488430126745725,0.31256623823195234,1.858724750786073
CLX.N,-0.30127823038363954,-0.04306687233225866,0.4364500038718541,-0.02630230865669111,2.5717662855297587,0.09676228246687377,0.551267062309343,1.135862158189681,0.367839895132079,0.22673824517539878,-0.5395287074223185,-0.6311955910086979,-0.26945972978578914,-0.3614813785271806,0.2232082864075264,0.34244734535264926,-0.5395287074223185,-0.6311955910086979,-0.26945972978578914,-0.3614813785271806,0.2232082864075264,0.34244734535264926,1.4811401480631983,1.365614780458185,1.5406770892295862,0.6085209776104107,-0.7833348880728395,1.8537229629449716,-0.13692680970925358,-1.1611099633489828,-1.9001512439676318
CLXT.OQ,0.6042921601325252,0.02918515585032496,1.3073498626981543,-0.6058677961674543,0.024073425800471157,0.8003750051817794,1.7147203280395733,0.6216653108623481,0.6675003417661777,0.772460508948719,2.1416031319288096,0.2663245525575659,1.6951841872765192,1.9563633966170368,-0.13988265846206338,-0.4180738568552074,2.1416031319288096,0.2663245525575659,1.6951841872765192,1.9563633966170368,-0.13988265846206338,-0.4180738568552074,-1.4180352600774009,-0.6757572282924352,-0.5742157259832863,-2.330585565576509,-0.4080282083242973,1.3005662599624919,2.4302312754189073,-2.1061154713483816,-0.8807337874884025
CMA.N,-0.9021242278412578,-0.676609787616903,-0.6232107313020846,-0.6623203967570742,-0.10025787074560576,-0.18374849610157387,-0.36989163633578603,-0.7164311194167798,-0.2003191162444831,0.3860220289863498,-0.6801508523824388,-0.613131791743217,-0.6869913265249565,-0.24157270833779712,-0.21019041198779456,0.30844249497572096,-0.6801508523824388,-0.613131791743217,-0.6869913265249565,-0.24157270833779712,-0.21019041198779456,0.30844249497572096,1.4606602157108093,0.5460397513471906,0.865313630435699,1.8624199695393615,-0.2269998685659106,-0.994201132777232,-0.24853409698795326,0.6272431846361656,0.8572623607945505
CMC.N,1.0520708782771342,1.3803449241158603,0.6425518000404205,-0.3648541224203619,-0.16306755541103676,-0.026845971695170032,-0.11837541452493551,0.5921469857071379,-0.25558705994641956,0.373637688967667,0.15086779778011447,-0.09549707224596174,0.15160987603190618,-0.22623832467026267,0.14741599037871886,-0.16108021387283952,0.15086779778011447,-0.09549707224596174,0.15160987603190618,-0.22623832467026267,0.14741599037871886,-0.16108021387283952,1.0597643301596775,1.2401011865988747,0.32722424601491606,1.4678143918259077,-0.03720718947827941,-0.3395729533968146,-0.6032347697087022,-0.6774817880207065,0.49630151058515604
CMCO.OQ,0.9903853998960993,0.7859012186701255,1.0584723094260804,-0.4043271728162689,-0.5961074127020544,-0.16426446955996202,-1.1727182752305831,-0.6660513149334608,-0.6846187817709165,-1.3620296750086032,3.6086467523476458,7.961998209861383,2.277692636114279,0.7769459547721246,0.9642675816051988,-0.8272118392015051,3.6086467523476458,7.961998209861383,2.277692636114279,0.7769459547721246,0.9642675816051988,-0.8272118392015051,-1.4083846157475153,-1.37811251976735,-0.6568199283330676,-1.164807943591417,0.16209954314990235,-0.7113714948711257,-0.6284439074973033,-0.022915432930583488,0.9145718061279868
CMCSA.OQ,-0.5406133289109429,0.41360294847146617,-0.68642317760723,-0.5880039404659688,-0.19806766311967158,0.251499101805595,0.21391859159872828,0.7544867134858201,0.4803766172923744,0.08381672823992124,-0.5115702090556671,-0.30163243575627857,-0.5045674663976021,-0.2910920197964028,-0.4560245980077793,0.9921486329197599,-0.5115702090556671,-0.30163243575627857,-0.5045674663976021,-0.2910920197964028,-0.4560245980077793,0.9921486329197599,1.3191258678539657,1.5418875567669537,1.2856801160982758,0.4991586677923908,-0.40402002443976115,-0.5300261055287269,0.529029896640453,1.8823017458640185,0.0433071414552194
CMCT.OQ,0.024123030700941767,-0.7659326892833505,0.822039638094236,0.5088710549922894,-0.3916251735830969,0.0512019281284709,-0.6105095420626496,-0.7885989518286851,0.08853071376012973,0.14244400885732544,-0.14185096042232972,-0.6891092091755997,2.643508094229454,-0.8528784033676821,-0.12774944427694923,0.2729264209301649,-0.14185096042232972,-0.6891092091755997,2.643508094229454,-0.8528784033676821,-0.12774944427694923,0.2729264209301649,-1.789535638043605,-1.2865205582548707,-1.4442410555707828,-1.3851498158855886,-0.5516290456919628,-1.1451842668640428,-1.095568722611913,0.6741179916678831,0.898027870412673
CME.OQ,-0.43784452431586407,-0.10431812376899118,-0.33010913546357057,-0.588370857880366,0.15057170830220293,-0.04513465210642101,1.2967138244091894,0.5240151353807047,-0.18921663492350624,0.2105344267443721,-0.5282606236069495,-0.24809148606631437,-0.6447998441800462,-0.1324876134326163,0.15689393174212554,-0.37493222969293244,-0.5282606236069495,-0.24809148606631437,-0.6447998441800462,-0.1324876134326163,0.15689393174212554,-0.37493222969293244,0.28077533546096556,-0.5174323641556099,0.9146475399339469,-0.28005254579079514,0.7175438554736169,-0.28017158079294335,-0.49233583237100026,0.6567354264054487,0.764528123537358
CMG.N,0.8603064041563889,1.0486236399728088,1.528391948690633,0.7097330361483449,-0.0742770134101672,-0.5777886383965938,-0.47002980830098784,-0.00021067084844514654,-0.6060071977045963,0.1499860716723722,-0.08756972860410343,0.18038328384194144,0.18404045010318382,-0.7544132884321512,-0.07305187714348338,0.19426071999366257,-0.08756972860410343,0.18038328384194144,0.18404045010318382,-0.7544132884321512,-0.07305187714348338,0.19426071999366257,0.6405452038130864,0.0869786157915447,1.4400232015350058,-0.2167499484015384,0.4775536443613396,-1.3915205017193428,-0.15720734502656436,0.6422211832998836,1.4562981576460725
CMI.N,-0.8483889788041908,-0.347086604517013,-0.3700484121294886,-0.23209347662283758,2.1522374412621823,1.1540045747169714,-0.4118440907286137,0.43276780141352356,0.6196249545965917,0.31349082458920335,-0.7689775210962237,-0.7104503409802861,-0.8190375872252716,0.039227467131891305,-1.814437622851571,0.642022278553683,-0.7689775210962237,-0.7104503409802861,-0.8190375872252716,0.039227467131891305,-1.814437622851571,0.642022278553683,1.3016121532826743,0.8992224244515522,1.3558810409952038,1.2492035741877996,-1.1766384892245239,1.4054189814569857,0.5084333754882648,-0.28290349030894474,-1.6788235013859936
CMP.N,1.033120372020363,-0.09903079170044152,2.766895034404151,2.293207716196255,1.2265044550700372,0.5015591627039553,-0.3899042262330203,-0.31724575110653547,0.577448728852056,0.3499417705074977,0.31566030251452604,-0.36041204260953774,1.2925258712941576,-0.2794485394101418,-0.17790378793293724,-0.15666278386829632,0.31566030251452604,-0.36041204260953774,1.2925258712941576,-0.2794485394101418,-0.17790378793293724,-0.15666278386829632,1.279759028139642,0.590615809218441,1.429799332020891,1.9598826938920944,1.9306040499326786,0.01117093082926969,-1.1740165075367484,0.8706227500840817,0.5377228249351587
CMS.N,-0.5435044312059119,0.14002729999780733,0.8046564447380641,1.568988582427563,-0.771869154187343,-0.29124966799776864,-0.7128704140006049,-1.145978122514073,-0.5936530717303239,-0.5552006951547044,-0.6689784934329128,-0.8248845871910377,0.0063933865309122595,-0.22336028041999062,-0.18933557604289547,0.48523958499812764,-0.6689784934329128,-0.8248845871910377,0.0063933865309122595,-0.22336028041999062,-0.18933557604289547,0.48523958499812764,0.30002249431233113,0.2454183648411627,0.7390494276764306,0.20605423711741253,-0.24252592441244922,-3.8462609636648457,-1.1189979239311103,0.3136793824542965,2.5357398089787035
CMS_pb.N,-1.046756090154663,-0.793622786498634,-0.9114089982555171,-1.1501443927202943,-0.896893603836644,-1.2319433736201042,-1.2182672395121683,-1.3518171448601366,-1.2451213885042833,1.570924163737203e-16,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.0,7.359405971351459e-17,0.0,0.0,-3.2562739179941535e-18,9.402122669462618e-18,0.825451611071558,1.219523944478798,0.7396049467214026,0.03193758988869436,2.7741468623798893,1.5679563126334648,-0.403093325712348,-0.40423037709339366,-0.9713354242259682
CMT.A,0.6015704093492777,-0.5037997686755702,0.08649550218858956,2.1973600007049177,0.27160596988823904,0.6478095769048842,0.7914448640615188,1.0325370319916642,0.9667767064522945,-0.3174849499381521,0.7551245492269155,-0.1877483270398391,0.7728868974436972,0.47861626936313334,-0.10519610591326356,0.34115889032944313,0.7551245492269155,-0.1877483270398391,0.7728868974436972,0.47861626936313334,-0.10519610591326356,0.34115889032944313,-1.3448784838229042,-1.355180939797818,-1.6081900333053782,0.6751814947078036,-0.897739235367543,1.2091401617767024,1.6998732617078969,-1.3809059327720994,-1.3398205837545456
CMTL.OQ,-0.8261188637261845,-0.737248413527383,-0.888526908689806,-0.8037928490854915,-0.4751375267802707,0.07485535635855385,1.102450720968941,0.29025249850534696,0.1407211494176638,-1.3620296750086032,-0.25787729966528067,0.2725355471250813,-0.49939814542082245,-0.04466444214015832,1.2141888510546193,-1.9136304484850146,-0.25787729966528067,0.2725355471250813,-0.49939814542082245,-0.04466444214015832,1.2141888510546193,-1.9136304484850146,-0.8653981849213335,-1.3376641101036235,-1.3916213087939813,0.23773302527365792,-0.41745233550601424,-0.4514352346865562,0.9979438639937687,-1.0007727294055764,0.37854705941395694
CNA.N,-0.6578307712105671,-0.42851732863760217,-0.6769086596405325,-0.5363496326616786,-0.21153027124808002,-0.3176038850574659,0.11967259413690372,0.3672008630044764,0.14784751625103476,1.164601528184654,-0.6918218491213881,-0.00013277422537699119,-0.7029625167286683,-0.18951205648456323,-0.03595863424980185,0.37059632789791996,-0.6918218491213881,-0.00013277422537699119,-0.7029625167286683,-0.18951205648456323,-0.03595863424980185,0.37059632789791996,-1.0496989549781686,-1.0915158707242947,-0.41924845096758473,-1.6222562982244668,-0.31691986235587233,-1.4545428076646993,-0.2987871862426041,0.085916158650682,1.0369907064955506
CNC.N,1.7450095088495496,2.4325500069746204,1.85022760612326,-0.0951059826143467,1.208267837089561,-0.11406969264363385,0.29934787484614084,1.1801685205566048,0.08383520661427872,0.5178475378388432,0.9417435747041796,1.67356731893216,0.9173217975128422,0.06546498066536809,0.04786596293192753,-0.06396267469933872,0.9417435747041796,1.67356731893216,0.9173217975128422,0.06546498066536809,0.04786596293192753,-0.06396267469933872,0.89220311408777,0.6998782739478612,0.8885607069112299,0.48037792222980386,0.112295514095353,-0.10900342295800794,0.6457343132885117,-1.2757345017583384,0.6498606365294463
CNDT.OQ,1.6924714237969793,0.34826068300804097,0.29258798933937735,1.911412590148275,4.123772545182568,2.355013568907508,0.9110974225330201,2.1550456116960937,4.05415189080683,3.213043848884401,0.37753173937296963,-0.0631764875883872,-0.17713432230549278,0.6030791771672082,-0.8928087918006669,0.7288888232030248,0.37753173937296963,-0.0631764875883872,-0.17713432230549278,0.6030791771672082,-0.8928087918006669,0.7288888232030248,1.3432255015852357,-0.09249435399795675,1.1311886040914176,1.3627208006031588,-4.028519346913806,4.205171771512317,1.5196660749094433,-1.7323818143481906,-4.268918998345478
CNK.N,-0.4137188658254599,-0.23988559536067453,-0.47837926404950315,-0.13005258279590518,-0.4324004405834976,0.6354234322891552,0.9696349284452459,0.5408717665821463,0.6327118106381578,0.6463967328409671,-0.4721809749564462,-0.3560971530969767,-0.22498513630725414,-0.6323001897145222,-0.08763575860088048,0.06884935960536685,-0.4721809749564462,-0.3560971530969767,-0.22498513630725414,-0.6323001897145222,-0.08763575860088048,0.06884935960536685,-1.5403358283022985,-0.7979048381688122,-1.1693665944362117,-1.9085291649056897,-0.03192246581551052,0.4529636617583371,1.0723620931139797,-1.0729452682660523,-0.47350938731850845
CNMD.N,-0.2900312237961845,-0.7893909002561129,-0.3998870496581419,-0.24187978922079453,0.2358750104233172,-1.1797127552142048,-0.5013393143917215,0.3323676384996473,0.17121580852283352,-1.3620296750086032,-1.5202641202394884,-0.589043839304611,-1.0848581725616568,-1.0543412122716498,0.062103228412931345,-2.483242722195661,-1.5202641202394884,-0.589043839304611,-1.0848581725616568,-1.0543412122716498,0.062103228412931345,-2.483242722195661,4.1320064191634945e-16,0.0,0.0,0.0,-3.831464757888703e-17,0.0,1.1417408438304152e-16,-6.2494835470297e-17,-9.307916120080616e-16
CNNE.N,-0.49308337362383564,0.5510021633256411,-0.46242886160436864,-0.5546207456138819,-0.6989052212130603,-0.12532410161596672,-0.1293504044916536,-0.2629658265421206,-0.30740696969629194,-1.3620296750086032,0.39397579285985557,0.4229752421293465,-1.544432295681409,0.8015973573357013,1.0744298937366854,-1.2570391155402718,0.39397579285985557,0.4229752421293465,-1.544432295681409,0.8015973573357013,1.0744298937366854,-1.2570391155402718,-0.9684799472840432,0.013215783972561233,-0.8951297198256394,-1.5051266360219424,0.24405107295865067,-0.3700021080179001,0.3382714259640797,-0.8850150085245365,0.43181038457699644
CNO.N,0.6349176012946912,-0.20630730551329665,1.8858075491764101,-0.6448633245453229,0.08639281346212833,0.6401313269511008,0.37344794616413907,-0.5380316425806274,0.332906496237186,0.4816867107316529,0.21404304302169735,-0.4333401063429192,1.1017780944354418,-0.31719711195430855,-1.1094502903408492,0.8391400025484019,0.21404304302169735,-0.4333401063429192,1.1017780944354418,-0.31719711195430855,-1.1094502903408492,0.8391400025484019,1.9320017203322977,0.8605523813450993,1.7155883160482757,1.6500409506783633,-0.5804038818781408,0.3945705467636788,0.7852369769408852,-1.3751518111870273,-0.49815030912794317
CNP.N,0.16893267696257416,-0.37023311152838656,0.3831516859034053,0.5709210443717307,-0.03872371586240263,0.948315145202157,-0.8871557652327704,-0.33549657555530205,0.7907825938050946,0.8914797999065533,-1.538112071146269,-0.7580520255834025,-1.6640362392857837,-0.779602394469533,-0.7272999051986211,1.0054122801907381,-1.538112071146269,-0.7580520255834025,-1.6640362392857837,-0.779602394469533,-0.7272999051986211,1.0054122801907381,-0.84816311366031,-0.6730083206477898,-1.2533822627686528,0.7478469749129159,-0.18406170478062497,0.2856452153792937,-0.6536292719102376,0.12127380416362231,-0.1127307807137488
CNS.N,-0.5681530401157583,-0.3598916786170614,-0.21843379511230318,-0.740090586898985,0.6626564445850549,-0.007862225197964909,1.2908401424284757,0.7284732779411844,0.13119356062339602,-0.08581651346556267,-0.6676244695154533,-0.3685487238392224,-0.3806581250746476,-0.45539158289936355,0.07234079457968183,-0.182745211141168,-0.6676244695154533,-0.3685487238392224,-0.3806581250746476,-0.45539158289936355,0.07234079457968183,-0.182745211141168,0.03619679952334113,-0.6444545120270793,0.02485385124280743,0.034832997717324864,-0.20123335772061587,0.5413749755459141,-1.270117059975701,0.2505267529695612,-0.5675586220833707
